,MSZoning,Street,MSSubClass,LotArea,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,ExteriorComb,ExteriorCondComb,MasVnrType,MasVnrArea,Foundation,BsmtCondComb,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,TotalBaths,1stFlrSF,2ndFlrSF,FireplaceComb,HeatingCOmb,CentralAir,TotalPorchArea,WoodDeckSF,GarageArea,PoolArea,Utilities,Electrical,MiscVal,SaleType,SaleCondition,OverallCondComb
640,10,2,120,12677,3,85,50,5,80,4,15,3,472.0,4,15,1518,0,1518,1,6,1,5,1.5,1518,0,4,15,1,140,185,588,0,4,6,0,10,6,40
641,1,2,60,7050,3,65,80,3,80,36,12,0,0.0,4,12,1057,0,1929,3,7,1,4,2.5,1057,872,3,15,1,235,0,650,0,4,6,0,10,6,35
642,10,2,80,13860,3,65,55,3,80,15,12,0,0.0,3,12,1952,0,2704,4,9,1,5,2.5,2000,704,9,12,1,111,269,538,0,4,6,0,10,6,56
643,10,2,60,10793,3,65,80,6,80,11,9,3,263.0,3,9,780,0,1620,4,7,1,3,2.5,780,840,0,15,1,0,208,462,0,4,6,0,10,6,25
644,1,2,20,9187,3,65,50,3,80,20,15,5,162.0,4,15,1766,0,1766,2,7,1,5,2.5,1766,0,4,15,1,130,195,478,0,4,6,0,7,2,45
645,10,2,20,10530,3,65,50,5,80,22,9,0,0.0,3,9,981,0,981,3,5,1,3,1.5,981,0,0,9,1,352,0,576,0,4,6,0,10,6,30
646,10,2,20,7200,3,65,50,5,80,4,9,0,0.0,3,9,0,0,1048,3,7,1,3,1.0,1048,0,0,12,1,27,0,420,0,4,6,0,10,6,25
647,10,2,20,10452,3,65,50,5,80,8,9,5,216.0,3,9,1094,0,1094,3,5,1,3,1.0,1094,0,8,15,1,287,0,495,0,4,6,0,10,6,30
648,10,2,60,7700,3,65,80,3,80,4,9,3,351.0,3,9,756,0,1839,4,7,1,3,1.5,1051,788,3,9,1,340,0,442,0,4,6,0,10,6,30
649,6,2,180,1936,3,80,65,3,80,20,9,0,0.0,3,12,630,0,630,1,3,1,3,1.0,630,0,0,12,1,0,0,0,0,4,6,0,10,6,24
650,1,2,60,8125,3,65,80,3,80,20,12,0,0.0,4,12,813,0,1665,3,7,1,4,2.5,822,843,0,15,1,0,0,562,0,4,6,0,10,6,42
651,10,2,70,9084,3,65,80,3,80,4,9,0,0.0,3,9,755,0,1510,4,7,1,3,1.0,755,755,4,9,1,0,120,296,0,4,6,0,10,6,20
652,10,2,60,8750,3,65,80,3,80,36,12,0,0.0,4,12,880,0,1716,2,7,1,4,2.5,909,807,3,15,1,120,0,512,0,4,6,0,10,6,35
653,6,2,50,10320,3,65,75,3,80,4,9,0,0.0,3,9,756,0,1469,3,7,1,3,1.0,756,713,0,15,1,239,57,216,0,4,6,0,10,6,42
654,10,2,20,10437,3,65,50,5,80,4,16,3,660.0,4,12,2109,0,2113,2,7,1,4,2.5,2113,0,3,15,1,46,236,839,0,4,6,0,10,6,48
655,6,2,160,1680,3,80,80,3,80,22,9,3,381.0,3,9,525,0,1092,3,6,1,3,1.5,525,567,0,9,1,0,0,264,0,4,6,0,10,4,30
656,10,2,20,10007,3,65,50,3,80,12,12,3,54.0,3,9,1053,0,1053,3,5,1,4,1.5,1053,0,0,15,1,0,0,312,0,4,6,0,10,6,35
657,10,2,70,7200,2,65,80,3,80,22,6,0,0.0,2,12,776,0,1502,3,6,1,3,1.5,851,651,4,9,1,112,0,270,0,4,6,0,10,6,42
658,10,2,50,17503,3,65,75,3,80,36,9,0,0.0,3,9,912,0,1458,3,6,1,3,1.0,912,546,4,9,1,0,192,330,0,4,6,0,10,1,30
659,10,2,20,9937,3,65,50,5,80,4,12,0,0.0,4,9,1486,0,1486,3,7,1,3,1.0,1486,0,0,15,1,0,0,480,0,4,6,0,10,6,35
660,10,2,60,12384,3,65,80,3,80,22,9,3,233.0,3,12,793,0,1935,3,7,1,3,2.5,1142,793,3,9,1,365,0,550,0,4,6,0,10,6,49
661,10,2,60,46589,3,65,80,5,80,36,12,3,528.0,4,16,1629,0,2448,4,8,1,4,2.5,1686,762,3,15,1,76,517,711,0,4,6,0,10,6,56
662,10,2,20,13560,3,65,50,5,80,8,9,3,216.0,3,4,1392,0,1392,2,5,1,3,1.0,1392,0,6,12,1,240,0,576,0,4,6,0,10,6,18
663,10,2,85,10012,3,65,65,3,80,22,9,0,0.0,3,12,1138,0,1181,3,6,1,3,2.0,1181,0,0,9,1,180,0,588,0,4,6,0,10,6,20
664,10,2,20,20896,3,65,50,3,80,36,12,0,0.0,4,15,2077,0,2097,1,8,1,5,1.5,2097,0,5,15,1,267,192,1134,0,4,6,0,7,2,40
665,10,2,60,11194,3,65,80,3,80,36,12,3,40.0,4,12,1406,0,1936,3,7,1,4,2.5,1454,482,3,15,1,124,188,504,0,4,6,0,10,6,40
666,10,2,60,18450,3,65,80,4,55,22,12,4,113.0,3,12,1021,0,2380,3,7,1,3,2.5,1465,915,1,9,1,265,0,596,0,4,6,0,10,1,30
667,10,2,20,8125,3,65,50,3,80,12,9,3,258.0,4,12,1408,0,1679,3,7,1,4,2.0,1679,0,2,15,1,42,224,575,0,4,6,0,10,6,30
668,10,2,20,14175,2,65,50,3,80,14,9,0,0.0,3,9,1188,0,1437,3,6,1,3,1.5,1437,0,3,12,1,0,304,576,0,4,6,0,10,6,30
669,10,2,30,11600,3,65,50,3,80,4,9,0,0.0,2,6,700,0,1180,2,5,1,2,1.0,1180,0,4,15,1,67,0,252,0,4,6,0,10,6,20
670,10,2,60,8633,3,65,80,3,80,36,12,0,0.0,4,12,738,0,1476,3,7,1,4,2.5,738,738,0,15,1,35,100,540,0,4,6,0,10,6,30
671,4,2,70,6629,3,65,80,2,80,8,12,0,0.0,2,9,672,0,1369,3,6,1,3,2.0,697,672,0,9,0,0,147,300,0,4,6,0,10,6,36
672,10,2,20,11250,3,65,50,3,80,22,12,0,0.0,3,12,1208,0,1208,3,6,1,3,1.5,1208,0,3,9,1,42,198,546,0,4,6,0,10,6,36
673,10,2,20,14442,3,65,50,5,80,20,9,3,106.0,4,9,1477,0,1839,3,7,1,4,2.0,1839,0,6,15,1,287,0,416,0,4,6,0,10,6,42
674,10,2,20,9200,3,65,50,3,80,12,9,0,0.0,3,9,1136,0,1136,3,5,1,3,1.0,1136,0,4,9,1,0,426,384,0,4,6,0,10,6,36
675,10,2,160,2289,3,80,80,3,80,18,9,0,0.0,3,9,855,0,1441,3,7,1,3,2.5,855,586,3,9,1,0,28,440,0,4,6,0,10,6,36
676,6,2,70,9600,3,65,80,3,80,20,9,0,0.0,2,6,1095,0,1774,4,8,2,3,2.0,1095,679,0,4,0,90,0,779,0,4,6,0,10,6,8
677,10,2,30,9022,3,65,50,3,80,36,12,0,0.0,2,9,768,0,792,2,5,1,4,1.0,792,0,0,15,1,120,316,240,0,4,6,0,10,6,40
678,10,2,20,11844,3,65,50,5,80,36,12,5,464.0,4,15,2046,0,2046,3,7,1,4,2.5,2046,0,4,15,1,82,322,834,0,4,6,0,7,2,40
679,10,2,20,9945,3,65,50,5,80,8,9,3,57.0,3,9,988,0,988,3,5,1,3,1.0,988,0,0,9,1,0,0,572,0,4,6,0,10,6,25
680,10,2,120,8012,3,85,50,3,80,22,9,0,0.0,3,12,923,0,923,2,5,1,3,2.0,923,0,3,9,1,0,80,264,0,4,6,0,10,6,30
681,4,2,50,4500,3,65,75,3,80,35,9,0,0.0,2,9,793,0,1520,3,6,1,3,1.0,848,672,0,15,1,56,0,281,0,4,6,0,10,1,25
682,10,2,120,2887,3,65,50,3,80,8,9,0,0.0,4,12,1291,0,1291,2,6,1,4,1.0,1291,0,4,15,1,0,307,431,0,4,6,0,10,6,30
683,10,2,20,11248,3,65,50,5,80,36,12,5,215.0,4,12,1626,0,1668,3,7,1,4,2.0,1668,0,3,15,1,45,257,702,0,4,6,0,10,6,45
684,10,2,60,16770,3,65,80,3,80,36,12,3,30.0,4,12,1195,0,1839,4,7,1,3,2.5,1195,644,0,12,1,81,0,486,0,4,6,0,10,6,35
685,10,2,160,5062,3,85,80,3,80,12,12,0,0.0,3,12,1190,0,2090,3,6,1,4,2.0,1190,900,3,12,1,0,219,577,0,4,6,0,10,6,35
686,1,2,60,10207,3,65,80,3,80,36,12,0,0.0,4,12,874,0,1761,3,7,1,4,3.0,874,887,0,15,1,105,144,578,0,4,6,0,7,2,42
687,1,2,160,5105,3,85,80,3,80,4,12,0,0.0,4,12,551,0,1102,2,4,1,4,2.5,551,551,0,15,1,60,0,480,0,4,6,0,10,6,35
688,10,2,20,8089,3,65,50,3,80,4,12,3,0.0,4,12,1419,0,1419,2,7,1,4,2.0,1419,0,4,15,1,0,140,567,0,4,6,0,7,2,48
689,10,2,120,7577,3,85,50,3,80,36,12,5,256.0,4,12,1362,0,1362,2,6,1,4,2.0,1362,0,4,15,1,28,192,460,0,4,6,0,10,6,30
690,6,2,120,4426,3,85,50,3,80,36,12,3,147.0,4,12,848,0,848,1,3,1,4,1.0,848,0,3,15,1,0,149,420,0,4,6,0,10,6,30
691,10,2,60,21535,3,65,80,3,45,12,15,3,1170.0,4,15,2444,0,4316,4,10,1,5,3.5,2444,1872,10,15,1,50,382,832,0,4,6,0,10,6,60
692,10,2,60,26178,2,65,80,5,80,4,12,3,293.0,4,12,1210,0,2519,4,9,1,4,2.5,1238,1281,8,15,1,27,320,628,0,4,6,0,10,6,35
693,10,2,30,5400,1,65,50,3,80,4,9,0,0.0,2,9,1073,0,1073,2,4,1,3,1.0,1073,0,0,15,1,112,0,326,0,4,6,0,10,1,30
694,6,2,50,6120,3,65,75,3,80,8,6,0,0.0,2,9,927,0,1539,3,5,1,3,1.5,1067,472,0,9,1,0,112,576,0,4,6,0,10,6,30
695,10,2,20,13811,3,65,50,3,80,12,9,3,72.0,3,16,1112,0,1137,2,5,1,4,2.0,1137,0,3,12,1,0,125,551,0,4,6,0,10,6,36
696,6,2,30,6000,3,65,50,3,80,9,9,0,0.0,3,9,616,0,616,2,4,1,3,1.0,616,0,0,12,1,129,0,205,0,4,6,0,10,6,35
697,10,2,20,6420,3,65,50,3,80,8,9,0,0.0,4,20,980,0,1148,2,6,1,3,1.0,1148,0,0,6,1,0,0,308,0,4,4,0,10,6,35
698,10,2,20,8450,3,65,50,3,80,4,12,0,0.0,3,9,894,0,894,3,5,1,3,1.0,894,0,4,15,1,144,416,336,0,4,6,0,10,6,40
699,1,2,120,4282,3,85,50,3,80,4,12,0,0.0,4,12,1391,0,1391,2,5,1,4,2.0,1391,0,0,15,1,158,156,530,0,4,6,0,10,6,35
700,10,2,20,14331,3,65,50,5,80,36,12,3,630.0,4,15,1800,0,1800,3,7,1,4,2.0,1800,0,4,15,1,78,270,765,0,4,6,0,10,6,40
701,10,2,20,9600,3,65,50,5,80,12,9,3,168.0,3,9,1164,0,1164,3,6,1,3,1.5,1164,0,0,9,1,0,0,528,0,4,6,0,6,6,35
702,10,2,60,12438,3,65,80,5,80,36,15,3,466.0,4,20,1234,0,2576,4,10,1,5,2.5,1264,1312,4,15,1,100,324,666,0,4,6,0,7,2,40
703,6,2,190,7630,3,70,80,3,80,8,12,0,0.0,2,12,360,0,1812,4,8,2,4,2.0,1032,780,1,12,1,40,344,672,0,4,6,0,10,6,45
704,10,2,20,8400,3,65,50,3,80,36,12,3,109.0,4,12,1473,0,1484,3,7,1,4,2.0,1484,0,0,15,1,179,0,606,0,4,6,0,10,6,35
705,6,2,190,5600,3,70,80,5,80,23,4,0,0.0,5,9,0,0,1092,3,7,2,2,2.0,372,720,0,6,0,0,0,0,0,4,6,3500,10,6,20
706,10,2,20,115149,1,65,50,3,80,22,9,5,351.0,3,12,1643,0,1824,2,5,1,4,2.0,1824,0,6,9,1,48,380,739,0,4,6,0,10,6,35
707,10,2,120,6240,3,85,50,5,80,4,12,3,176.0,4,12,1324,0,1324,2,6,1,4,2.0,1324,0,4,15,1,38,192,550,0,4,6,0,10,6,40
708,10,2,60,9018,3,65,80,5,80,36,12,0,0.0,4,12,728,0,1456,3,8,1,4,2.5,728,728,4,15,1,24,100,400,0,4,6,0,7,2,35
709,10,2,20,7162,3,65,50,3,80,12,9,4,41.0,4,9,876,0,904,3,6,1,3,1.0,904,0,0,9,1,0,0,408,0,4,6,0,10,1,35
710,10,2,30,4130,3,65,50,3,80,36,12,0,0.0,3,9,270,0,729,2,5,1,3,1.0,729,0,0,12,1,0,0,0,0,4,6,0,10,6,18
711,20,2,50,8712,2,65,75,3,80,4,9,0,0.0,6,9,859,0,1178,2,7,1,3,1.0,859,319,0,12,1,98,68,384,0,4,6,0,10,1,28
712,10,2,120,4671,3,85,50,3,80,12,12,0,0.0,4,12,1228,0,1228,2,5,1,4,2.0,1228,0,4,12,1,120,168,472,0,4,6,0,10,6,40
713,10,2,190,9873,3,70,50,3,80,12,9,3,160.0,3,9,960,0,960,3,6,1,3,1.0,960,0,0,6,0,288,0,576,0,4,6,0,10,6,20
714,10,2,60,13517,3,65,80,3,80,17,12,3,289.0,3,9,725,0,1479,3,6,1,4,2.5,725,754,0,15,1,44,0,475,0,4,6,0,10,6,48
715,10,2,20,10140,3,65,50,5,80,12,9,3,174.0,3,12,1064,0,1350,3,7,1,3,2.0,1350,0,3,9,1,0,0,478,0,4,6,0,10,6,30
716,6,2,70,10800,3,65,80,3,80,22,12,0,0.0,2,9,718,0,2554,3,8,1,3,1.5,1576,978,0,15,1,191,0,704,0,4,6,0,10,6,56
717,10,2,20,10000,3,65,50,3,80,12,9,0,0.0,3,12,1176,0,1178,3,5,1,4,1.5,1178,0,2,12,1,0,224,439,0,4,6,0,10,6,30
718,10,2,60,10542,3,65,80,5,80,20,12,3,651.0,4,12,1311,0,2418,3,9,1,4,2.5,1325,1093,3,15,1,370,250,983,0,4,6,0,10,6,35
719,10,2,20,9920,3,65,50,3,80,17,9,0,0.0,3,12,971,0,971,3,5,1,3,1.5,971,0,1,9,1,0,0,300,0,4,6,0,10,6,30
720,10,2,120,6563,2,65,50,3,80,12,12,0,0.0,4,12,1742,0,1742,2,5,1,4,2.0,1742,0,3,9,1,262,114,564,0,4,6,0,10,6,40
721,6,2,120,4426,3,85,50,3,80,36,12,3,169.0,4,12,848,0,848,1,3,1,4,1.0,848,0,0,15,1,0,160,420,0,4,6,0,10,6,30
722,10,2,20,8120,3,65,50,3,80,4,12,0,0.0,3,9,864,0,864,3,5,1,3,1.0,864,0,0,15,1,0,0,463,0,4,6,0,10,6,28
723,10,2,50,8172,3,65,75,3,80,4,9,0,0.0,4,9,941,0,1470,4,7,1,3,2.0,997,473,0,15,1,156,0,548,0,4,6,0,10,6,24
724,10,2,20,13286,3,65,50,5,80,20,15,5,340.0,4,15,1698,0,1698,3,8,1,5,2.0,1698,0,4,15,1,64,327,768,0,4,6,0,10,6,45
725,10,2,20,6960,3,65,50,3,80,17,9,0,0.0,3,9,864,0,864,3,5,1,4,1.0,864,0,0,9,1,0,96,660,0,4,6,500,10,6,24
726,10,2,20,21695,3,65,50,5,80,15,16,3,260.0,3,12,880,0,1680,3,5,1,4,2.0,1680,0,4,15,1,226,292,540,0,4,6,0,10,6,54
727,10,2,20,7314,3,65,50,3,80,36,12,5,82.0,4,12,1232,0,1232,2,6,1,4,2.0,1232,0,0,15,1,0,132,632,0,4,6,0,10,6,35
728,10,2,90,11475,3,75,50,3,80,36,9,3,95.0,3,9,1584,0,1776,4,9,2,3,2.0,1776,0,0,9,1,25,0,888,0,4,6,0,6,1,25
729,6,2,30,6240,3,65,75,3,80,4,9,0,0.0,3,9,780,360,1208,2,5,1,3,1.0,848,0,0,9,1,135,0,539,0,4,4,0,10,6,20
730,10,2,120,5389,3,85,50,3,80,20,12,0,0.0,4,12,1595,0,1616,2,5,1,4,2.0,1616,0,3,15,1,152,237,608,0,4,6,0,10,6,40
731,10,2,80,9590,3,65,55,3,80,36,12,3,442.0,4,15,868,0,1146,3,6,1,4,2.0,1146,0,4,15,1,22,160,438,0,4,6,0,10,6,35
732,10,2,60,11404,3,65,80,3,80,36,12,3,202.0,4,12,1153,0,2031,3,8,1,4,2.5,1153,878,3,15,1,84,192,541,0,4,6,0,10,6,35
733,10,2,20,10000,3,65,50,5,80,12,9,0,0.0,3,9,864,0,1144,3,6,1,3,1.0,1144,0,3,15,1,0,165,264,0,4,6,400,10,6,30
734,10,2,20,8978,3,65,50,3,80,22,9,0,0.0,4,9,948,0,948,3,6,1,3,1.0,948,0,0,9,1,0,147,300,0,4,6,0,10,4,25
735,6,2,75,10800,3,65,90,3,80,8,9,0,0.0,2,12,880,0,1768,2,6,1,3,1.5,880,888,6,4,0,341,0,320,0,4,6,0,10,6,49
736,10,2,90,8544,3,75,50,3,80,30,9,0,0.0,3,9,0,0,1040,2,6,2,3,2.0,1040,0,0,12,0,0,0,400,0,4,3,0,10,6,12
737,10,2,60,10463,3,65,80,3,80,36,12,0,0.0,4,12,893,0,1801,3,8,1,4,2.5,901,900,4,15,1,116,0,800,0,4,6,0,10,6,40
738,10,2,90,10800,3,75,50,3,80,22,9,0,0.0,3,16,1200,0,1200,3,5,1,3,3.0,1200,0,0,9,1,0,120,0,0,4,6,0,10,3,25
739,10,2,60,9313,3,65,80,3,80,36,12,0,0.0,4,12,864,0,1728,3,7,1,4,2.5,864,864,0,15,1,56,187,572,0,4,6,0,10,6,35
740,6,2,70,9600,3,65,80,3,80,9,12,0,0.0,2,4,264,0,1432,2,7,1,3,2.0,768,664,0,15,1,112,270,360,0,4,6,0,10,1,35
741,10,2,20,6768,3,65,50,5,80,12,12,0,0.0,3,9,912,0,912,3,5,1,4,1.0,912,0,0,12,1,0,168,288,0,4,6,0,10,6,48
742,10,2,20,8450,3,65,50,3,80,36,9,3,108.0,4,12,1349,0,1349,3,6,1,3,2.0,1349,0,0,15,1,55,120,539,0,4,6,0,10,6,35
743,10,2,80,12886,3,65,55,3,80,12,9,0,0.0,3,12,520,0,1464,3,6,1,3,2.0,1464,0,3,15,1,100,302,480,0,4,6,0,10,6,30
744,10,2,120,5395,3,85,50,3,80,12,12,0,0.0,4,12,1337,0,1337,2,5,1,4,2.0,1337,0,3,12,1,238,96,462,0,4,6,0,10,6,40
745,10,2,60,8963,3,65,80,5,80,36,20,3,289.0,3,12,1142,0,2715,4,11,1,4,3.5,1175,1540,6,15,1,204,0,831,0,4,6,0,10,6,72
746,10,2,60,8795,3,65,80,3,80,36,12,0,0.0,4,12,952,0,2256,4,8,1,4,2.5,980,1276,3,15,1,54,224,554,0,4,6,0,10,6,35
747,6,2,70,11700,3,65,80,6,80,34,12,0,0.0,6,6,1240,0,2640,4,8,1,4,1.5,1320,1320,4,6,0,386,181,864,0,4,6,0,10,6,49
748,10,2,20,10593,3,65,50,5,80,36,12,3,338.0,4,12,1720,0,1720,3,7,1,4,2.0,1720,0,3,15,1,210,240,527,0,4,6,0,10,6,35
749,10,2,50,8405,3,65,75,3,80,10,9,0,0.0,5,9,0,0,1529,4,9,1,3,2.0,1088,441,0,12,0,185,92,240,0,4,3,0,10,6,12
750,6,2,50,8800,3,65,75,3,80,8,9,0,0.0,2,6,576,0,1140,3,7,1,3,1.0,792,348,0,12,1,160,0,0,0,4,6,0,10,6,28
751,10,2,60,7750,3,65,80,3,80,36,12,0,0.0,4,12,660,0,1320,3,6,1,4,2.5,660,660,0,15,1,48,0,400,0,4,6,0,10,6,35
752,10,2,20,9236,3,65,50,3,80,36,12,0,0.0,4,12,1479,0,1494,3,6,1,4,2.0,1494,0,0,15,1,27,168,576,0,4,6,0,10,6,30
753,10,2,60,10240,3,65,80,3,80,36,12,3,178.0,4,12,1030,0,2098,3,8,1,5,2.5,1038,1060,4,12,1,52,192,878,0,4,6,0,10,6,40
754,10,2,20,7930,3,65,50,3,80,22,9,0,0.0,3,9,1026,0,1026,3,5,1,4,1.0,1026,0,0,12,1,48,171,440,0,4,6,0,10,6,48
755,1,2,160,3230,3,85,80,3,80,4,9,3,894.0,4,12,729,0,1471,3,6,1,3,2.5,742,729,0,12,1,24,0,440,0,4,6,0,10,6,30
756,10,2,60,10769,3,65,80,3,80,36,12,0,0.0,4,12,866,0,1768,3,7,1,4,2.5,866,902,0,15,1,105,144,578,0,4,6,0,10,6,40
757,10,2,60,11616,3,65,80,5,80,12,9,4,328.0,3,9,672,0,1386,3,6,1,3,2.5,672,714,3,9,1,0,335,440,0,4,6,0,10,1,30
758,1,2,160,2280,3,80,80,3,80,4,9,3,360.0,4,12,744,0,1501,3,6,1,3,2.5,757,744,0,12,1,0,0,440,0,4,6,0,10,6,35
759,10,2,60,12257,3,65,80,3,80,36,12,3,513.0,4,12,1318,0,2531,4,9,1,4,2.5,1328,1203,3,15,1,98,222,752,0,4,6,0,10,6,40
760,10,2,20,9100,3,65,50,5,80,8,9,0,0.0,3,9,864,0,864,2,5,1,3,1.0,864,0,0,15,1,0,0,300,0,4,6,450,10,6,36
761,6,2,30,6911,3,65,50,3,80,8,9,0,0.0,4,9,1145,0,1301,2,5,1,2,1.0,1301,0,0,9,1,0,0,440,0,4,6,0,10,6,25
762,1,2,60,8640,3,65,80,3,80,36,9,0,0.0,4,12,756,0,1547,3,7,1,4,2.5,764,783,0,15,1,45,169,614,0,4,6,0,5,6,35
763,10,2,60,9430,3,65,80,3,80,36,12,3,673.0,4,12,1252,0,2365,3,8,1,4,2.5,1268,1097,4,15,1,308,0,856,0,4,6,0,10,6,40
764,10,2,120,9549,3,85,50,5,80,16,16,0,0.0,4,16,1494,0,1494,2,6,1,5,1.5,1494,0,4,15,1,246,0,481,0,4,6,0,10,6,40
765,10,2,20,14587,3,65,50,3,80,36,12,5,284.0,4,12,1498,0,1506,2,6,1,5,2.0,1506,0,4,15,1,174,0,592,0,4,6,0,7,2,45
766,10,2,60,10421,3,65,80,3,80,12,9,3,42.0,3,12,980,0,1714,3,7,1,3,2.5,980,734,3,9,1,222,228,496,0,4,6,500,10,6,35
767,10,2,50,12508,3,65,75,3,80,36,9,0,0.0,3,12,983,0,1750,4,7,1,3,2.0,983,767,0,15,1,156,245,423,0,4,6,1300,10,6,42
768,10,2,20,9100,3,65,50,5,80,36,12,0,0.0,4,12,1860,0,1836,3,8,1,4,2.0,1836,0,4,15,1,33,120,484,0,4,6,0,10,6,35
769,10,2,60,53504,2,65,80,5,80,15,15,3,603.0,4,12,1650,0,3279,4,12,1,5,3.5,1690,1589,4,15,1,246,503,841,0,4,6,0,10,6,40
770,10,2,85,7252,3,65,65,5,80,8,9,0,0.0,3,12,858,0,858,2,5,1,3,1.0,858,0,0,9,1,0,120,576,0,4,6,0,10,6,25
771,10,2,20,8877,3,65,50,3,80,8,9,0,0.0,3,4,836,0,1220,2,6,1,3,1.0,1220,0,0,9,1,0,0,396,0,4,3,0,6,6,20
772,10,2,80,7819,3,65,55,3,80,22,9,0,0.0,3,9,1029,0,1117,3,6,1,3,1.0,1117,0,3,9,1,0,144,672,0,4,6,0,10,1,30
773,10,2,20,10150,3,65,50,3,80,8,9,0,1.0,3,9,912,0,912,2,5,1,3,1.0,912,0,0,15,1,0,0,275,0,4,4,0,6,6,25
774,10,2,20,14226,3,65,50,5,80,36,12,3,375.0,4,12,1935,0,1973,3,9,1,4,2.0,1973,0,4,12,1,45,315,895,0,4,6,0,7,2,40
775,6,2,120,4500,3,85,50,5,80,36,9,3,320.0,4,15,1204,0,1204,2,5,1,3,2.0,1204,0,0,15,1,247,0,412,0,4,6,0,10,6,30
776,10,2,20,11210,3,65,50,3,80,36,12,3,240.0,4,12,1614,0,1614,3,7,1,4,2.0,1614,0,0,15,1,59,144,865,0,4,6,0,7,2,35
777,10,2,20,13350,3,65,50,5,80,17,9,0,0.0,3,9,864,0,894,3,5,1,3,1.0,894,0,2,9,1,0,241,440,0,4,6,0,10,6,25
778,4,2,90,8400,3,75,50,3,80,22,9,3,320.0,5,9,0,0,2020,4,10,2,3,2.0,2020,0,6,9,1,0,0,630,0,4,6,0,10,6,25
779,10,2,90,10530,3,75,65,3,80,27,9,3,90.0,3,12,975,0,1004,2,4,1,3,1.0,1004,0,0,9,1,0,0,504,0,4,6,0,10,6,30
780,10,2,20,7875,3,65,50,3,80,12,9,3,38.0,4,16,1237,0,1253,3,6,1,3,2.0,1253,0,3,12,1,21,220,402,0,4,6,0,10,6,35
781,10,2,60,7153,3,65,80,3,80,36,16,0,0.0,4,12,761,0,1603,3,7,1,4,2.5,810,793,0,15,1,124,0,484,0,4,6,0,10,6,30
782,10,2,20,16285,3,65,50,3,80,36,12,0,0.0,4,12,1413,0,1430,3,6,1,4,2.0,1430,0,0,15,1,33,0,605,0,4,6,0,10,6,35
783,10,2,85,9101,3,65,65,3,80,22,12,3,104.0,4,12,1097,0,1110,1,4,1,4,1.0,1110,0,3,15,1,30,303,602,0,4,6,0,10,6,30
784,6,2,75,6300,3,65,90,3,80,9,9,0,0.0,3,9,742,0,1484,3,9,1,3,2.0,742,742,4,15,1,425,0,0,0,4,6,0,10,6,36
785,10,2,20,9790,3,65,50,3,80,12,9,0,0.0,3,9,1372,0,1342,3,7,1,3,2.0,1342,0,4,9,1,197,0,457,0,4,6,0,10,6,30
786,6,2,50,10800,3,65,75,3,80,4,12,0,0.0,4,6,686,0,1652,4,7,1,3,2.0,966,686,0,9,1,196,0,416,0,4,6,1200,10,6,30
787,10,2,60,10142,3,65,80,3,80,36,12,0,0.0,4,12,956,0,2084,4,8,1,4,2.5,956,1128,0,15,1,45,0,618,0,4,6,0,10,6,35
788,6,2,20,6000,3,65,50,3,80,4,9,0,0.0,3,9,901,0,901,2,4,1,3,1.0,901,0,0,15,1,0,0,281,0,4,6,0,10,6,28
789,10,2,60,12205,3,65,80,3,80,12,9,3,157.0,3,6,832,0,2087,5,9,1,4,2.5,976,1111,0,12,1,168,133,444,0,4,6,0,10,6,48
790,10,2,120,3182,3,85,50,3,80,36,12,3,11.0,4,12,1145,0,1145,2,5,1,4,2.0,1145,0,4,15,1,16,100,397,0,4,6,0,10,6,35
791,10,2,80,11333,3,65,55,3,80,12,9,0,0.0,4,12,1029,0,1062,3,5,1,3,1.0,1062,0,6,9,1,0,120,539,0,4,6,0,10,6,30
792,10,2,60,9920,3,65,80,3,80,4,12,0,0.0,4,12,1117,0,2013,3,8,1,3,2.5,1127,886,3,15,1,130,180,455,0,4,6,0,10,6,35
793,10,2,20,9158,3,65,50,3,80,20,12,5,140.0,4,12,1496,0,1496,3,7,1,4,2.0,1496,0,0,15,1,130,168,474,0,4,6,0,7,2,40
794,10,2,60,10832,3,65,80,3,80,4,12,0,0.0,4,12,712,0,1895,3,7,1,4,2.5,1086,809,3,15,1,46,143,409,0,4,6,500,10,6,35
795,10,2,60,8400,3,65,80,3,80,12,9,3,130.0,3,12,650,0,1564,3,7,1,3,2.5,888,676,3,9,1,254,0,476,0,4,6,0,10,6,36
796,10,2,20,8197,3,65,50,3,80,22,9,3,148.0,3,9,660,0,1285,3,7,1,3,1.5,1285,0,3,15,1,0,138,528,0,4,6,0,10,6,30
797,10,2,20,7677,3,65,50,3,80,36,9,0,0.0,3,9,773,0,773,2,4,1,3,1.0,773,0,0,12,1,0,0,240,0,4,6,0,10,1,25
798,10,2,60,13518,3,65,80,5,80,36,15,5,860.0,4,15,1926,0,3140,4,11,1,5,3.5,1966,1174,8,15,1,78,144,820,0,4,6,0,7,2,45
799,10,2,50,7200,3,65,75,3,80,8,9,3,252.0,2,12,731,0,1768,3,7,1,4,1.5,981,787,6,15,1,264,0,240,0,4,6,0,10,6,35
800,10,2,60,12798,2,65,80,3,80,36,9,0,0.0,4,12,616,0,1688,4,8,1,4,2.5,616,1072,0,12,1,299,403,603,0,4,6,400,10,6,30
